chapter,character,Lines,id,Book,book_num,chapter_num,writer,director,imdb_rating,Episode
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13379,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13374,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13372,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13370,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13365,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13363,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13361,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13359,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13347,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13345,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Zuko,11,13318,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ty Lee,2,13357,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ty Lee,2,13354,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13384,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13342,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13340,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13337,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13335,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13309,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13304,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13301,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Toph,9,13299,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Suki,4,13381,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Suki,4,13356,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Suki,4,13341,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Suki,4,13332,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13382,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13378,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13376,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13355,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13353,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13350,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13338,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13331,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13310,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13308,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13306,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13303,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13300,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Sokka,14,13298,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13373,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13371,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13369,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13339,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13333,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13328,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13322,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13312,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Ozai,9,13296,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Mai,4,13380,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Mai,4,13348,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Mai,4,13346,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Mai,4,13344,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Lion turtle,2,13326,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Lion turtle,2,13324,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Katara,3,13377,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Katara,3,13350,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Katara,3,13319,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Iroh,1,13383,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Hakoda,1,13351,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Fire Sage,1,13367,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Azula,2,13316,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Azula,2,13314,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Aang,6,13362,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Aang,6,13360,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Aang,6,13336,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Aang,6,13334,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Aang,6,13329,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 4: Avatar Aang",Aang,6,13321,Fire,3,21,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,61
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13289,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13286,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13283,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13280,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13278,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13275,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13270,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Zuko,8,13146,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Ursa,4,13232,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Ursa,4,13230,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Ursa,4,13228,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Ursa,4,13226,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13264,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13263,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13252,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13249,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13189,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13187,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13185,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13167,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Toph,9,13164,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Suki,7,13261,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Suki,7,13256,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Suki,7,13247,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Suki,7,13239,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Suki,7,13235,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Suki,7,13190,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Suki,7,13163,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13264,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13262,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13259,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13257,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13254,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13250,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13248,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13246,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13240,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13234,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13202,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13191,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13188,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13186,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13183,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13168,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Sokka,17,13166,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Qin Lee,2,13195,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Qin Lee,2,13193,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Pakku,1,13221,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Ozai,3,13293,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Ozai,3,13244,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Ozai,3,13242,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Lo,5,13216,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Lo,5,13215,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Lo,5,13210,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Lo,5,13208,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Lo,5,13205,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Li,6,13218,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Li,6,13216,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Li,6,13211,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Li,6,13208,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Li,6,13206,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Li,6,13204,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Katara,6,13291,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Katara,6,13279,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Katara,6,13277,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Katara,6,13272,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Katara,6,13147,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Katara,6,13145,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Iroh,1,13222,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Head of Dai Li,5,13178,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Head of Dai Li,5,13176,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Head of Dai Li,5,13174,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Head of Dai Li,5,13172,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Head of Dai Li,5,13170,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Fire Sage,1,13266,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Engineer,3,13200,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Engineer,3,13196,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Engineer,3,13194,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Crew member,1,13198,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Bumi,1,13220,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Banished servant,5,13158,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Banished servant,5,13156,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
"Sozin's Comet, Part 3: Into the Inferno",Banished servant,5,13154,Fire,3,20,"Aaron Ehasz, Michael Dante DiMartino, Bryan Konietzko",Joaquim Dos Santos,9.8,60
